Initiative_Name,Initiative_Short_Name,Goal_USP_Benefit,Host_Organization_Type,Solution_Type,Sector,Potential_Cross_Sector,Focus_Final_Product_Supply_Chain,Market_Scope,Current_Market_Penetration,Technology_Readiness,Business_Model,Target_Group,Product_Traceability,Functional_Technical_Specifications,Product_Material_Composition,Product_Design_Service,Product_Usage_Data,Product_Repair_Data,Recycling_Data,Circularity_Info_Label,Product_ID_Type,Product_ID_Granularity,Identifier_Type,Machine_Readable_Data_Carrier,Resolver,ID_Minting,Data_Storage_Location,Data_Transport_Openness_Level,Data_Packaging,Level,If_Advanced,Data_Use_Management,Evidence,Convenience,Data_Protection,Traceability,Sector_count,Solution_Type_count,Host_Organization_Type_count,Technology_Readiness_count,Target_Group_count,Product_Traceability_count,Product_Material_Composition_count,Product_Design_Service_count,Product_Usage_Data_count,Product_Repair_Data_count,Recycling_Data_count,Circularity_Info_Label_count,Product_ID_Type_count,Product_ID_Granularity_count,Identifier_Type_count,Traceability_count
SecureTag,SecureTag,ownership tracking combined with dpp,['private company (industry)'],"['platform', 'traceability solution']","['cross-sector', 'textile', 'electronics']",yes,Final Product,EU,Low,['concept'],Pay per use,"['consumer/public', 'product developer and designer', 'distributor and retailer', 'technical experts / developers (front-end, back-end)', 'production identification', 'trusted intermediaries']","['date', 'locations', 'transport means (e.g. vessel, track)']",Minimum functional specifications for compliance (e.g. energy consumption),"['material information for eu compliance (e.g. reach, rohs)', 'material information after own/individual list', 'we also want to include the share of material coming from circular sources in this list.']","['design related information (manuals, disassambly map, maintanance and washing instructions)', 'service related information (e.g. warrenty and recycling information, repair and update options)']","['user identification and method (please specify below in field ""others"")', 'usage data (e.g. purchase date, use cycles, please specify below in field ""others"")', ""we're tracking ownership of products after retail"", 'in order to curb the existence of stolen goods on the second hand market. user identification is done using 2fa', ""where one factor is the user's account with us"", 'and the other is the phone number/email connected to the account. this is especially necessary when transferring ownership of a product to another user.']","['not relevant / not possible', 'not in scope for the prototype']","['not relevant / not possible', 'not in scope for the prototype']","['circularity indicator (score e.g. repairability index)', 'environmental indicator (e.g. co2 footprint)', 'social label (e.g. ...)', 'compliance related information (e.g. rohs/reach/weee compliant)']","['instance', 'category', 'both! we track the ownership of product on an instance level', 'but display data on a category level.']",['batch'],"['rfid', 'qr code']",yes,yes,Centralized,Centralized,"We're going to use both standardised and proprietary methods. With ownership tracking, it will be necessary to use proprietary systems since this will require interfacing with our api, which will require being authorized. With merely displaying the DPP information, for instance when the customer is looking at products in store, this will be done using standardised means. (linking to a url)",API,advanced,role based,role based,verifiable credentials,"The users will be able to see their owned products, and also be notified if a product they own has been issued a recall for instance. ","anonymization, All the user data is protected using RLS. Administrators do not have access to user data, except for their email addresses and phone numbers since these are necessary for customer service reasons. (Since we're using SupaBase, this feature is elementary to implement to a high degree of security) Finally, the only user information that will be used as an identifier is an ID that links to the user data that's connected to their account, which isn't possible to view as an administrator. ","['tagging (qr)', 'tagging (nfc/rfid)', 'depending on the sort of product', ""we're either going to use qr codes or nfc chips. for products where ownership tracking is relevant"", 'nfc chips will be used. for other products', 'it is more likely qr codes will be used!']",3,2,1,1,6,3,3,2,6,2,2,4,4,1,2,6
Sloer,Sloer,"we work on unifying the functions on product digital ids in textile with creating connexions between traceability, recyclability, reparability actors reselling solution on a joined platform thougth to help brands get revenues on their secondhand products",['private company (industry)'],['platform'],['textile'],yes,Final Product,EU,Low,['application'],Membership fee (per size and free use),['product developer and designer'],['operators'],Possible / flexible data model,['possible / flexible data model'],['possible / flexible data model'],"['usage data (e.g. purchase date, use cycles, please specify below in field ""others"")']","['repair company identification (e.g. id, address, etc.)']","['recycling related infornation (e.g. date of recycling, etc.)']",['possible / flexible data model'],['category'],['model'],['qr code'],no,yes,Decentralized,Decentralized,standardized,Data transfer,simple,Unknown,labelling,Unknown,Unknown,Unknown,['tagging (qr)'],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SORGA Technology,SORGA,"sorga provides tamperproof digital product passports to help suppliers, brands, retailers consumers get a secure and verifiable product information to buy responsibly, protecting themselves and the planet",['private company (industry)'],"['platform', 'product data scheme', 'traceability solution']","['cross-sector', 'textile']",yes,Both,International,Low,['application'],Membership fee (per size and free use),"['consumer/public', 'product developer and designer', 'remanufacturer', 'reuse', 'repair', 'refurbishment / washing and textile services', 'recycler', 'recycling material distributor and retailer', 'certification bodies', 'production identification', 'technology / platform providers', 'company identity providers', 'product identity providers', 'trusted intermediaries']","['date', 'locations', 'transport means (e.g. vessel, track)', 'operators']",Possible / flexible data model,['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['serialized single item per category'],['single item'],"['rfid', 'qr code', 'digital watermark', 'bluetooth label']",yes,yes,Decentralized,Decentralized,data ports,API,advanced,role based,role based,blockchain,Wallet,anonymization,"['tagging (qr)', 'tagging (nfc/rfid)']",2,3,1,1,14,4,1,1,1,1,1,1,1,1,4,2
Spherity GmbH,Spherity,"opensource, gaiax catenax compatible approach based on decentralised identifiers",['private company (industry)'],['platform'],"['textile', 'electronics', 'battery', 'automotive', 'construction', 'cross-sector']",yes,Both,International,Medium,"['prototype', 'application']",Membership fee (per size and free use),"['market surveillance authorities', 'consumer/public', 'product developer and designer', 'distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'refurbishment / washing and textile services', 'collection', 'waste treatment and sorter', 'recycler', 'recycling material distributor and retailer', 'certification bodies', 'consumer protection associations', 'government institutions', 'technical experts / developers (front-end, back-end)', 'production identification', 'circular economy and interdisciplinary experts', 'technology / platform providers', 'company identity providers', 'product identity providers', 'trusted intermediaries']","['date', 'locations', 'transport means (e.g. vessel, track)', 'operators']",I don't understand that question,"['material information for eu compliance (e.g. reach, rohs)']","['design related information (manuals, disassambly map, maintanance and washing instructions)', 'service related information (e.g. warrenty and recycling information, repair and update options)']","['usage data (e.g. purchase date, use cycles, please specify below in field ""others"")', 'depends on the use case.']","['repair company identification (e.g. id, address, etc.)', 'repair related infornation (e.g. date of repair, exchanged part, etc.)']","['recycler company identification (e.g. id, address, etc.)', 'recycling related infornation (e.g. date of recycling, etc.)']","['circularity indicator (score e.g. repairability index)', 'environmental indicator (e.g. co2 footprint)', 'environmental label (e.g. eu eco flower)', 'social label (e.g. ...)', 'label (cross-sectional or multi-criteria)', 'compliance related information (e.g. rohs/reach/weee compliant)', 'certifications', 'norms', 'standards (e.g. iso xy)']","['instance', 'category', 'both possible - depends on product']","['model', 'batch', 'production order', 'single item']","['rfid', 'qr code', 'digital watermark', 'bluetooth label']",yes,yes,Decentralized,Decentralized,standardized,API,advanced,Unknown,Unknown,verifiable credentials,Wallet,anonymization,['other partners do this. some of the access control questions i did not answer because we support both options.'],6,1,1,2,22,4,1,2,2,2,2,9,3,4,4,1
Standardized DPP-Processmanagement,A framework to realize requirements for a digital product data passport in a standardized way ,the objective of the project is to investigate how standardized processes can assist companies with the implementation of a dpp,"['ngo', 'research']",['standard'],['textile'],yes,Both,EU,Low,['prototype'],Free,"['product developer and designer', 'distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'refurbishment / washing and textile services', 'collection', 'waste treatment and sorter', 'recycler', 'recycling material distributor and retailer', 'government institutions', 'technical experts / developers (front-end, back-end)', 'production identification', 'circular economy and interdisciplinary experts', 'technology / platform providers', 'company identity providers']",['operators'],Possible / flexible data model,['full material declaration'],['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],"['circularity indicator (score e.g. repairability index)', 'environmental indicator (e.g. co2 footprint)', 'environmental label (e.g. eu eco flower)', 'social label (e.g. ...)', 'label (cross-sectional or multi-criteria)', 'compliance related information (e.g. rohs/reach/weee compliant)', 'certifications', 'norms', 'standards (e.g. iso xy)', 'possible / flexible data model']",['category'],['single item'],['qr code'],yes,yes,Centralized,Centralized,proprietary,API,advanced,role based,role based,blockchain,tbd,anonymization,['tagging (qr)'],1,1,2,1,16,1,1,1,1,1,1,10,1,1,1,1
Stories x Change,Stories x Change,dpp for textiles in latin america value chain,['private company (industry)'],['traceability solution'],"['textile', 'food']",yes,Both,Unknown,Low,['concept'],Pay per use,"['distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'refurbishment / washing and textile services', 'recycler', 'recycling material distributor and retailer', 'production identification', 'circular economy and interdisciplinary experts', 'technology / platform providers', 'company identity providers', 'product identity providers', 'trusted intermediaries']","['date', 'locations', 'transport means (e.g. vessel, track)', 'operators']","Minimum functional specifications for compliance (e.g. energy consumption), Other functional specifications (please specify below in field ""others"")","['material information for eu compliance (e.g. reach, rohs)', 'possible / flexible data model']","['design related information (manuals, disassambly map, maintanance and washing instructions)', 'service related information (e.g. warrenty and recycling information, repair and update options)']","['user identification and method (please specify below in field ""others"")', 'usage data (e.g. purchase date, use cycles, please specify below in field ""others"")']","['repair company identification (e.g. id, address, etc.)', 'repair related information (e.g. date of repair, exchanged part, etc.)']","['recycler company identification (e.g. id, address, etc.)', 'recycling related information (e.g. date of recycling, etc.)']","['circularity indicator (score e.g. repairability index)', 'environmental indicator (e.g. co2 footprint)', 'environmental label (e.g. eu eco flower)', 'social label (e.g. ...)', 'label (cross-sectional or multi-criteria)', 'compliance related information (e.g. rohs/reach/weee compliant)', 'certifications', 'norms', 'standards (e.g. iso xy)']","['instance', 'category']","['model', 'batch']",['unknown'],yes,yes,Decentralized,Decentralized,standardized,Data transfer,simple,attribute based,labelling,blockchain,Wallet,anonymization,"['tagging (qr)', 'tagging (nfc/rfid)']",2,1,1,1,13,4,2,2,2,2,2,9,2,2,1,2
String,string,"string offers a blockchainbased digital product passport platform that revolutionizes supply chain transparency, enhancing product lifecycle management and fostering sustainability in various industries","['private company (industry)', 'research']","['platform', 'product data scheme', 'traceability solution', 'standard']","['cross-sector', 'textile']",yes,Both,National,Low,"['concept', 'prototype']",Membership fee (per size and free use),"['market surveillance authorities', 'consumer/public', 'distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'refurbishment / washing and textile services', 'collection', 'waste treatment and sorter', 'recycler', 'recycling material distributor and retailer', 'government institutions', 'production identification', 'circular economy and interdisciplinary experts', 'product identity providers']","['date', 'locations', 'operators']",Possible / flexible data model,"['material information for eu compliance (e.g. reach, rohs)', 'material information for other compliance', 'material information after own/individual list', 'full material declaration', 'possible / flexible data model']","['design related information (manuals, disassambly map, maintanance and washing instructions)', 'service related information (e.g. warrenty and recycling information, repair and update options)', 'possible / flexible data model']",['possible / flexible data model'],"['repair company identification (e.g. id, address, etc.)', 'repair related information (e.g. date of repair, exchanged part, etc.)', 'possible / flexible data model']","['recycler company identification (e.g. id, address, etc.)', 'recycling related information (e.g. date of recycling, etc.)', 'possible / flexible data model']","['circularity indicator (score e.g. repairability index)', 'environmental indicator (e.g. co2 footprint)', 'environmental label (e.g. eu eco flower)', 'social label (e.g. ...)', 'label (cross-sectional or multi-criteria)', 'compliance related information (e.g. rohs/reach/weee compliant)', 'certifications', 'norms', 'standards (e.g. iso xy)', 'possible / flexible data model']",['instance'],"['batch', 'single item']",['qr code'],yes,yes,Decentralized,Decentralized,standardized,API,advanced,role based,role based,blockchain,Wallet,"PETs, anonymization",['tagging (qr)'],2,4,2,2,15,3,5,3,1,3,3,10,1,2,1,1
STVgoDigital Texjourney,Texjourney,"real resources data consumption, environmental, social and economical criteria, durability, immutable storage in a blockchain, resilent and invisble smart tag",['research'],"['platform', 'traceability solution']",['textile'],yes,Both,EU,Low,['prototype'],Membership fee (per size and free use),"['consumer/public', 'product developer and designer', 'distributor and retailer', 'waste treatment and sorter', 'technical experts / developers (front-end, back-end)', 'production identification', 'technology / platform providers', 'company identity providers', 'trusted intermediaries']","['date', 'locations', 'transport means (e.g. vessel, track)', 'operators']","Minimum functional specifications for compliance (e.g. energy consumption), Possible / flexible data model","['material information for eu compliance (e.g. reach, rohs)', 'material information for other compliance', 'possible / flexible data model']","['design related information (manuals, disassambly map, maintanance and washing instructions)', 'possible / flexible data model']",['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],"['circularity indicator (score e.g. repairability index)', 'environmental indicator (e.g. co2 footprint)', 'environmental label (e.g. eu eco flower)', 'social label (e.g. ...)', 'label (cross-sectional or multi-criteria)', 'certifications', 'norms', 'standards (e.g. iso xy)', 'possible / flexible data model']",['instance'],['batch'],['qr code'],no,yes,Decentralized,Decentralized,data ports,API,advanced,role based,labelling,blockchain,Data ports,Unknown,"['tagging (qr)', 'tagging (nfc/rfid)']",1,2,1,1,9,4,3,2,1,1,1,9,1,1,1,2
Surfboards Digital Passport,SDPaaS,"australias coastal identity is intricately linked with surfing, a sport celebrated worldwide and deeply ingrained in australian culture with millions actively participating and countless more immersed in the surfing lifestyle, australias extensive coastline, consistent waves, and vibrant surf communities have solidified its global reputation as a premier surfing destination pentalym, headquartered in kiama, a south coast town surrounded by surf breaks, aims to integrate surfboards with digital product passports for realtime traceability and comprehensive information this innovative approach enables the monitoring of every aspect of a surfboards lifecycle, from production to delivery, with options for sustainable product reuse customers have the ability to review surfboard information via a pentalym embed smartcode which includes product information, returns, warranty and how to return for repurposingsustainability to reduce the number of surfboards going into landfill pentalyms digital product passport as a service dppaas offers a complete solution that aligns with the european commissions circular economy action plan as an associate member of the cirpass consortium, pentalym is uniquely positioned to assist brands in adopting digital solutions, with experience in tracking millions of items across the supply chain pentalyms digital solutions, including rfid technology, are already embraced by various industries and can enhance product management and customer experiences by implementing dppaas, brands can showcase their commitment to sustainability and engage customers through transparency and product lifecycle insights the future promises to provide valuable insights for preemptive actions, waste reduction, and sustainability enhancements early planning and dppaas adoption are vital for companies facing digital transformations to ensure compliance, sustainability, and product longevity in a dynamic market",['private company (industry)'],"['platform', 'traceability solution']",['others'],yes,Both,International,High,['concept'],Pay per use,"['consumer/public', 'product developer and designer', 'distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'production identification', 'circular economy and interdisciplinary experts']","['date', 'locations']","Other functional specifications (please specify below in field ""others""), RFID for counting and finding surfboards, data on product specifics and how the customer can return for sustainability","['material information for eu compliance (e.g. reach, rohs)', 'material information for other compliance']","['service related information (e.g. warrenty and recycling information, repair and update options)']","['user identification and method (please specify below in field ""others"")', 'usage data (e.g. purchase date, use cycles, please specify below in field ""others"")']","['repair company identification (e.g. id, address, etc.)']","['recycler company identification (e.g. id, address, etc.)']",['unsure what you mean'],['instance'],['model'],"['rfid', 'qr code']",yes,no,Centralized,Centralized,standardized,API,simple,Unknown,labelling,Unknown,Unknown,anonymization,['tagging (nfc/rfid)'],1,2,1,1,8,2,2,1,2,1,1,1,1,1,2,1
Suspage,Suspage,telling a products sustainability story,['private company (industry)'],['platform'],['cross-sector'],yes,Final Product,EU,Low,['application'],Membership fee (per size and free use),"['consumer/public', 'product developer and designer']","['date', 'locations', 'transport means (e.g. vessel, track)']",Possible / flexible data model,['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['category'],['model'],['qr code'],no,yes,Unknown,Centralized,Unknown,Unknown,simple,Unknown,Unknown,verifiable credentials,Unknown,Unknown,['unknown'],1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1
swyco,Unknown,unknown,['private company (industry)'],['platform'],['textile'],yes,Both,International,Low,['unknown'],Unknown,['unknown'],['locations'],Possible / flexible data model,['possible / flexible data model'],"['design related information (manuals, disassambly map, maintanance and washing instructions)', 'service related information (e.g. warrenty and recycling information, repair and update options)']","['usage data (e.g. purchase date, use cycles, please specify below in field ""others"")']","['repair company identification (e.g. id, address, etc.)', 'repair related information (e.g. date of repair, exchanged part, etc.)']","['recycling related information (e.g. date of recycling, etc.)']","['circularity indicator (score e.g. repairability index)', 'environmental indicator (e.g. co2 footprint)', 'environmental label (e.g. eu eco flower)', 'compliance related information (e.g. rohs/reach/weee compliant)']",['instance'],['production order'],"['rfid', 'qr code']",yes,yes,Decentralized,Decentralized,standardized,API,advanced,role based,labelling,blockchain,Wallet,anonymization,"['tagging (qr)', 'tagging (nfc/rfid)']",1,1,1,1,1,1,1,2,1,2,1,4,1,1,2,2
Tappr,Tappr,"we are a saas that enables any brand, big or small, to build digital product passports autonomously at scale",['private company (industry)'],['platform'],"['textile', 'electronics', 'others']",yes,Final Product,International,Medium,['application'],Membership fee (per size and free use),"['consumer/public', 'distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'technical experts / developers (front-end, back-end)', 'production identification']",['unknown'],"Minimum functional specifications for compliance (e.g. energy consumption), Other functional specifications (please specify below in field ""others""), ","['material information for eu compliance (e.g. reach, rohs)', 'material information for other compliance', 'material information after own/individual list', 'full material declaration']","['design related information (manuals, disassambly map, maintanance and washing instructions)', 'service related information (e.g. warrenty and recycling information, repair and update options)']","['user identification and method (please specify below in field ""others"")', 'usage data (e.g. purchase date, use cycles, please specify below in field ""others"")', 'possible / flexible data model']","['repair company identification (e.g. id, address, etc.)', 'repair related information (e.g. date of repair, exchanged part, etc.)', 'possible / flexible data model']","['recycler company identification (e.g. id, address, etc.)', 'recycling related information (e.g. date of recycling, etc.)', 'possible / flexible data model']","['circularity indicator (score e.g. repairability index)', 'environmental indicator (e.g. co2 footprint)', 'environmental label (e.g. eu eco flower)', 'social label (e.g. ...)', 'label (cross-sectional or multi-criteria)', 'compliance related information (e.g. rohs/reach/weee compliant)', 'certifications', 'norms', 'standards (e.g. iso xy)']",['instance'],['unknown'],"['rfid', 'qr code']",yes,yes,Centralized,Centralized,standardized,API,advanced,role based,labelling,Unknown,Unknown,"PETs, anonymization","['tagging (qr)', 'tagging (nfc/rfid)']",3,1,1,1,7,1,4,2,3,3,3,9,1,1,2,2
Tax Control Suite,TCS,"our solution allows authorities to fight counterfeiting, smuggling, forestalling and corruption the solution also, as a bonus, helps reduce costs and increase the reliability of the consolidated tax accounts",['private company (industry)'],['traceability solution'],"['tax products (tobacco, beer, alcohol)']",yes,Final Product,International,Medium,['application'],Pay per use,['government institutions'],"['date', 'locations', 'transport means (e.g. vessel, track)']",Minimum functional specifications for compliance (e.g. energy consumption),['no'],['no'],['sale date'],['no'],['no'],['no'],['unknown'],['single item'],['qr code'],yes,no,Centralized,Centralized,proprietary,API,simple,Unknown,labelling,verifiable credentials,Mobile Aps,anonymization,['yes'],1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
"tex.tracer, supported by Fujitsu",tex.tracer ,"this solution is a new supply chain transparency platform called textracer, which currently gives brand owners the insights they need to act upon and with the click of a button report to all stakeholders by scanning a qr code on a garment with their mobile, consumers can also trace the garments history this solution allows consumers to make educated decisions, whereby ethical and environmental issues are taken into account in essence, textracer provides endtoend traceability of the supply chain and esg therefore, everyone has access to their own data and the ability to exclude unwanted parties from accessing this data textracer utilizes blockchain technology to provide a public electronic ledger that can be openly shared among disparate users to create an unchangeable record of transactions with each entry timestamped and linked to the next one the solution was develop with the support of fujitsu fujitsu now has an ongoing managed service agreement for the platform and will support future developments",['private company (industry)'],['traceability solution'],['textile'],yes,Supply chain exchange,International,Low,['application'],Membership fee (per size and free use),"['consumer/public', 'distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'production identification', 'technology / platform providers']","['date', 'locations', 'transport means (e.g. vessel, track)', 'operators']",Not relevant / not possible,['possible / flexible data model'],['possible / flexible data model'],"['possible / flexible data model', 'tex.tracer focuses on supply chain data']",['not relevant / not possible'],['possible / flexible data model'],"['possible / flexible data model', 'tex.tracer initaitve does not contain this information but other fujitsu similar fujitsu solutions integrate this information.']",['category'],"['production order', 'single item']",['qr code'],yes,yes,Decentralized,Decentralized,Blockchain technology,Data transfer,advanced,role based,labelling,blockchain,Provides a 'passport' of the product,"anonymization, Blockchain",['tagging (qr)'],1,1,1,1,7,4,1,1,2,1,1,2,1,2,1,1
"Texbase, Inc.",Texbase,"we offer a proactive solution to capturing required sustainability data throughout the product development process so that you end up with the data you need as a byproduct of the work thats already being done to build, make, sell and recycle products this prevents having to reverse engineer supply chains and product data in order to get the data you need to be compliant",['private company (industry)'],"['platform', 'product data scheme', 'traceability solution', 'standard']",['cross-sector'],yes,Both,International,High,['application'],Pay per use,"['consumer/public', 'product developer and designer', 'distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'refurbishment / washing and textile services', 'collection', 'waste treatment and sorter', 'recycler', 'recycling material distributor and retailer', 'certification bodies', 'consumer protection associations', 'government institutions', 'technical experts / developers (front-end, back-end)', 'production identification', 'circular economy and interdisciplinary experts', 'technology / platform providers', 'company identity providers', 'product identity providers', 'trusted intermediaries', 'all supply chain partners']",['unknown'],"Other functional specifications (please specify below in field ""others""), our system dynamically defines requirements (specs) needed to meet compliance regulations whether performance, quality or regulatory. ","['material information for eu compliance (e.g. reach, rohs)', 'material information for other compliance', 'material information after own/individual list', 'full material declaration']","['design related information (manuals, disassambly map, maintanance and washing instructions)', 'service related information (e.g. warrenty and recycling information, repair and update options)']",['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],"['circularity indicator (score e.g. repairability index)', 'environmental indicator (e.g. co2 footprint)', 'social label (e.g. ...)', 'label (cross-sectional or multi-criteria)', 'compliance related information (e.g. rohs/reach/weee compliant)', 'certifications', 'norms', 'standards (e.g. iso xy)', 'possible / flexible data model']",['instance'],['unknown'],"['rfid', 'qr code', 'digital watermark', 'bluetooth label']",yes,yes,Decentralized,Decentralized,standardized,API,advanced,role based,labelling,verifiable credentials and proprietary algorithms,Data ports,PETs,"['tagging (qr)', 'tagging (nfc/rfid)']",1,4,1,1,22,1,4,2,1,1,1,9,1,1,4,2
"The Digital Product Passport, An exploration of meaningful interaction between people and digital garment identification technology ",MA project in Design and Sustainability,"the project explores the potential value creation for garments, sharing personal stories from endusers they connect to their garment the hypothesis is that next to sharing technical data the dpp can be of use to create a stronger bond between product and enduser by enhancing product storytelling",['research'],['others'],['textile'],yes,Final Product,International,Low,['concept'],Free,['consumer/public'],"['date', 'locations', 'operators']",Not relevant / not possible,['not relevant / not possible'],['not relevant / not possible'],['not relevant / not possible'],['not relevant / not possible'],['not relevant / not possible'],['possible / flexible data model'],['category'],['unknown'],['qr code'],unknown,yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['tagging (qr)'],1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
The ID Factory Società Benfit,The ID Factory,supply chain interoperability to enable dpp at scale,['private company (industry)'],"['platform', 'traceability solution', 'others']",['textile'],yes,Both,International,High,['application'],Pay per use,"['consumer/public', 'product developer and designer', 'production identification', 'technology / platform providers', 'product identity providers', 'brands operations dept (procurement, quality, compliance)', 'brands sustainability department', 'factories operations dept (procurement, quality, compliance)', 'material vendor operations dept (procurement, quality, compliance)']","['date', 'locations', 'transport means (e.g. vessel, track)', 'operators']",Possible / flexible data model,"['material information for eu compliance (e.g. reach, rohs)', 'material information for other compliance', 'material information after own/individual list', 'material chemical and physical testing result', 'certifications', 'physical raw material traceability to product', 'mrsl handling']",['possible / flexible data model'],"['possible / flexible data model', 'interoperability case use with existing solution such as eon include user informations']",['possible / flexible data model'],['possible / flexible data model'],"['circularity indicator (score e.g. repairability index)', 'environmental indicator (e.g. co2 footprint)', 'environmental label (e.g. eu eco flower)', 'social label (e.g. ...)', 'label (cross-sectional or multi-criteria)', 'compliance related information (e.g. rohs/reach/weee compliant)', 'certifications', 'norms', 'standards (e.g. iso xy)', 'possible / flexible data model']",['instance'],['single item'],['qr code'],yes,yes,Centralized,Decentralized,data ports,API,advanced,role based,enforcement,verifiable credentials,Unknown,PETs,"['tagging (qr)', 'tagging (nfc/rfid)']",1,3,1,1,9,4,7,1,2,1,1,10,1,1,1,2
The Kolla product information platform,Kolla,unknown,['private company (industry)'],['unknown'],['cross-sector'],yes,Final Product,International,Low,['application'],Membership fee (per size and free use),"['consumer/public', 'product developer and designer', 'distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'refurbishment / washing and textile services', 'recycling material distributor and retailer', 'government institutions', 'technical experts / developers (front-end, back-end)', 'production identification', 'circular economy and interdisciplinary experts', 'retail purchasers']","['date', 'locations']",We provide a Saas Platform. Our clients will choose what to communicate,['we provide a saas platform. our clients will choose what to communicate'],"['we provide a saas platform. our clients will choose what to communicate. we always strongly encourage information on use', 'repair etc.']",['we can collect id data. but until now we have no reason.  if collecting supports dpp means we will.'],['we can collect id data. but until now we have no reason.  if collecting supports dpp means we will.'],['we can collect id data. but until now we have no reason.  if collecting supports dpp means we will.'],"['circularity indicator (score e.g. repairability index)', 'environmental indicator (e.g. co2 footprint)', 'environmental label (e.g. eu eco flower)', 'social label (e.g. ...)', 'label (cross-sectional or multi-criteria)', 'compliance related information (e.g. rohs/reach/weee compliant)', 'certifications', 'norms', 'standards (e.g. iso xy)', 'we provide a saas platform. our clients will choose what to communicate.']","['instance', 'category', 'customers choice']","['model', 'batch', 'production order']","['rfid', 'qr code']",yes,yes,Unknown,Centralized,Unknown,API,advanced,role based,Unknown,Unknown,We just started research for adding DPP related functionality and some of the questions in this questionnaire are still un known to us. We would like to update our answer as we have them. Wallets have been discussed.,We just started research for adding DPP related functionality and some of the questions in this questionnaire are still un known to us. We would like to update our answer as we have them. ,"['tagging (qr)', 'tagging (nfc/rfid)', ""today our clients also send sms's""]",1,1,1,1,13,2,1,2,1,1,1,10,3,3,2,3
